학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
공주교육대학교 교육대학원,Graduate School Of Education Gongju National University of Education,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",,32553,,www.gjue.ac.kr/gra,041-850-1362,041-850-1363,1995-11-10,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 공주시 웅진로 27,충청남도,공주시,공주시
광신대학교 교육대학원,"Graduate School Of Education, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2002-11-12,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
계명대학교 글로벌창업대학원,Graduate School Of Global Entrepreneurship,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",,42403,,startup.kmu.ac.kr,053-620-2073,053-620-2071,2014-09-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 명덕로 104,대구광역시,남구,대구광역시
경운대학교 산업정보대학원,"Kyungwoon University, Graduate School Of Industrial Information",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1088,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경북대학교 행정대학원,Kyungpook National University Graduate School Of Public Administration,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gspa.knu.ac.kr,053-950-3722,053-950-5454,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경상국립대학교 건축도시토목대학원,"Graduate School of Architectural, Civil and Urban Engineering",본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,lh.gnu.ac.kr/main/,055-772-1604,055-772-1619,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로816번길 15 (주약동),,52727,,www.gnu.ac.kr,055-772-8208,055-772-8210,1948-08-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로816번길 15,경상남도,진주시,진주시
경상국립대학교 산업복지대학원,Graduate School of Industrial Welfare,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 동진로 33 (칠암동),,52725,,https://newgh.gnu.ac.kr/gsiw/main.do,055-772-3912,055-772-3919,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
경성대학교 경영대학원,Kyungsung University Graduate School Of Management,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gmanagement,051-663-5571,051-663-4059,1981-11-25,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경남대학교 교육대학원,"Graduate School Of Education, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/gse,055-249-2811,055-246-7407,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경북대학교 과학기술대학원,Kyungpook National University Graduate School Of Science And Technology,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",,37224,,seoksa.knu.ac.kr,054-530-1564,054-530-1649,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 상주시 경상대로 2559,경상북도,상주시,상주시
경북대학교 보건대학원,Kyungpook National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,health.knu.ac.kr,053-420-4910,053-421-1695,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 국채보상로 680,대구광역시,중구,대구광역시
경북대학교 치의학전문대학원,Kyungpook National University School Of Dentistry,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",,41940,,dent.knu.ac.kr,053-660-6803,053-425-6025,2005-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 달구벌대로 2177,대구광역시,중구,대구광역시
건국대학교(글로컬) 교육대학원,Konkuk Graduate School Of Education,분교,대학원,특수대학원,사립,43,충청북도,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스)",,27478,,http://gsedu.kku.ac.kr/main.do,043-840-3232,043-851-9324,1998-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 충주시 충원대로 268,충청북도,충주시,충주시
건양대학교 경영사회복지대학원,"Graduate School Of Business & Social Welfare, Konyang University",본교,대학원,특수대학원,사립,44,충청남도,"충청남도 논산시 대학로 121 (내동, 건양대학교)",,32992,,kygrad.konyang.ac.kr/,041-730-5251,041-730-5255,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 논산시 대학로 121,충청남도,논산시,논산시
건양대학교 경영사회복지대학원,Konyang University Graduate School Of Business & Social Welfare,제2캠퍼,대학원,특수대학원,사립,30,대전광역시,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",,35365,,kygrad.konyang.ac.kr/,042-600-1651,042-600-1641,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 서구 관저동로 158,대전광역시,서구,대전광역시
국립창원대학교 산업대학원,Graduate School  Of Engineering Changwon National University,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",,51140,,www.changwon.ac.kr/gseni/main.do,055-213-2365,055-213-2369,1993-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 의창구 창원대학로 20,경상남도,창원시,창원시
국립한국교통대학교 교육대학원,Korea National University Of Transportation-Graduate School Of Education,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교)",,27469,,www.ut.ac.kr/dhw.do,043-841-5036,043-841-5109,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 충주시 대소원면 대학로 50,충청북도,충주시,충주시
국립한국해양대학교 교육대학원,"Graduate School of Education, Korea Maritime & Ocean University",본교,대학원,특수대학원,국립,26,부산광역시,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교)",,49112,,www.kmou.ac.kr,051-410-5173,051-403-0432,2004-10-03,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 태종로 727,부산광역시,영도구,부산광역시
국립한밭대학교 산업대학원,Hanbat National University  Graduate School Of Industry,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",,34158,,www.hanbat.ac.kr/industry/index.do,042-821-1114,042-825-5395,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 동서대로 125,대전광역시,유성구,대전광역시
국립목포해양대학교 대학원,Mokpo National Maritime University Graduate School,본교,대학원,일반대학원,국립,46,전라남도,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",,58628,,www.mmu.ac.kr,061-240-7114,061-242-5176,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 목포시 해양대학로 91,전라남도,목포시,목포시
국립부경대학교 경영대학원,Graduate School Of Business Administration,본교,대학원,특수대학원,국립,26,부산광역시,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",,48513,,cbais.pknu.ac.kr,051-629-5705,051-629-5714,1998-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 용소로 45,부산광역시,남구,부산광역시
국립부경대학교 기술경영전문대학원,Graduate School Of Mot(Management Of Technology),본교,대학원,전문대학원,국립,26,부산광역시,"부산광역시 남구 신선로 365 (용당동, 부경대학교용당캠퍼스)",,48547,,https://mot.pknu.ac.kr/,051-629-5656,051-629-5659,2016-03-02,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 신선로 365,부산광역시,남구,부산광역시
국립순천대학교 경영행정대학원,Graduate School Of Business&Publicadministrati,본교,대학원,특수대학원,국립,46,전라남도,"전라남도 순천시 중앙로 255 (석현동, 순천대학교)",,57922,,www.scnu.ac.kr/gsba/main.do,061-750-3404,061-750-3408,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 순천시 중앙로 255,전라남도,순천시,순천시
국립안동대학교 교육대학원,Andong national university Graduate School Of Education,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 안동시 경동로 1375 (송천동, 안동대학교)",,36729,,gse.andong.ac.kr/,054-820-7194,054-820-7653,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 안동시 경동로 1375,경상북도,안동시,안동시
극동대학교,Far East University,본교,대학,대학교,사립,43,충청북도,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교)",,27601,,www.kdu.ac.kr,043-879-3500,043-879-3519,1997-12-05,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 음성군 감곡면 대학길 76-32,충청북도,음성군,음성군
글로벌사이버대학교,Global Cyber University,본교,대학,사이버대학(대학),사립,44,충청남도,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교)",,31228,,www.global.ac.kr,1577-1786,041-415-6199,2010-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 목천읍 교천지산길 284-88,충청남도,천안시,천안시
금강대학교,Geumgang University,본교,대학,대학교,사립,44,충청남도,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)",,32906,,www.ggu.ac.kr,041-731-3100,041-731-3109,2002-11-16,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 논산시 상월면 상월로 522,충청남도,논산시,논산시
김천대학교,Gimcheon University,본교,대학,대학교,사립,47,경상북도,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)",,39528,,www.gimcheon.ac.kr,054-420-4000,054-420-4003,2010-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 김천시 대학로 214,경상북도,김천시,김천시
나사렛대학교,Korea Nazarene University,본교,대학,대학교,사립,44,충청남도,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교)",,31172,,www.kornu.ac.kr,041-570-7794,041-570-7725,1954-09-14,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 월봉로 48,충청남도,천안시,천안시
남부대학교,Nambu University,본교,대학,대학교,사립,29,광주광역시,광주광역시 광산구 남부대길 1 (월계동),,62271,,www.nambu.ac.kr,062-970-0001,062-972-6200,1999-03-12,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 남부대길 1,광주광역시,광산구,광주광역시
남서울대학교,Namseoul University,본교,대학,대학교,사립,44,충청남도,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",,31020,,www.nsu.ac.kr/,041-580-2000,041-582-2117,1994-04-14,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 성환읍 대학로 91,충청남도,천안시,천안시
단국대학교,Dankook University,제2캠퍼,대학,대학교,사립,44,충청남도,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스)",,31116,,www.dankook.ac.kr,1899-3700,031-8021-7106,1978-03-13,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 단대로 119,충청남도,천안시,천안시
대구가톨릭대학교,Daegu Catholic University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교)",,38430,,www.cu.ac.kr,053-850-3114,053-359-7000,1914-10-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 하양읍 하양로 13-13,경상북도,경산시,경산시
대구경북과학기술원,DGIST,본교,대학,대학교,특별법법,27,대구광역시,대구광역시 달성군 현풍읍 테크노중앙대로 333,,42988,,www.dgist.ac.kr,053-785-0114,053-785-1149,2011-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달성군 현풍읍 테크노중앙대로 333,대구광역시,달성군,대구광역시
대구교육대학교,Daegu National University Of Education,본교,대학,교육대학,국립,27,대구광역시,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)",,42411,,www.dnue.ac.kr,053-620-1202,053-651-5369,1950-03-25,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 중앙대로 219,대구광역시,남구,대구광역시
대구대학교,Daegu University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",,38453,,www.daegu.ac.kr,053-850-5000,053-850-5009,1956-05-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 진량읍 대구대로 201,경상북도,경산시,경산시
대구예술대학교,Daegu Arts University,본교,대학,대학교,사립,47,경상북도,"경상북도 칠곡군 가산면 다부거문1길 202 (다부리, 대구예술대학교)",,39851,,www.dgau.ac.kr,054-970-5311,054-973-5319,1996-12-11,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 칠곡군 가산면 다부거문1길 202,경상북도,칠곡군,칠곡군
대구한의대학교,Daegu Haany University,본교,대학,대학교,사립,47,경상북도,경상북도 경산시 한의대로 1(유곡동),,38610,,www.dhu.ac.kr,053-819-1000,053-819-1258,1980-12-29,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 한의대로 1,경상북도,경산시,경산시
대신대학교,Daeshin University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교)",,38649,,www.daeshin.ac.kr,053-810-0701,053-813-0006,1996-12-11,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 경청로222길 33,경상북도,경산시,경산시
대전가톨릭대학교,Daejeoncatholicuniversity,본교,대학,대학교,사립,36,세종특별자치시,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교)",,30006,,www.dcatholic.ac.kr,044-861-7101,044-861-7106,1993-03-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 전의면 가톨릭대학로 30,세종특별자치시,,세종특별자치시
대전대학교,Daejeon University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",,34520,,www.dju.ac.kr,042-280-2114,042-283-8808,1980-12-29,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 동구 대학로 62,대전광역시,동구,대전광역시
대전신학대학교,Daejeon Theological University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",,34432,,www.daejeon.ac.kr,042-606-0114,042-621-0821,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 대덕구 한남로 41,대전광역시,대덕구,대전광역시
동국대학교(WISE),Dongguk University,분교,대학,대학교,사립,47,경상북도,경상북도 경주시 동대로 123(석장동),,38066,,wise.dongguk.ac.kr,054-770-2844,054-770-2846,1978-10-12,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경주시 동대로 123,경상북도,경주시,경주시
동명대학교,Tongmyong University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",,48520,,www.tu.ac.kr,051-629-1000,051-629-0619,2006-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 신선로 428,부산광역시,남구,부산광역시
동신대학교,Dongshinuniversity,본교,대학,대학교,사립,46,전라남도,전라남도 나주시 동신대길 67 (대호동),,58245,,www.dsu.ac.kr,061-330-3114,061-330-2909,1986-12-31,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 동신대길 67,전라남도,나주시,나주시
동아대학교,Dong-A University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 사하구 낙동대로550번길 37 (하단동, 동아대학교)",,49315,,www.donga.ac.kr,051-200-6114,051-205-5788,1946-11-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 사하구 낙동대로550번길 37,부산광역시,사하구,부산광역시
동양대학교,Dongyang University,본교,대학,대학교,사립,47,경상북도,"경상북도 영주시 풍기읍 동양대로 145 (산법리, 동양대학교)",,36040,,www.dyu.ac.kr,054-630-1114,054-636-8523,1994-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 영주시 풍기읍 동양대로 145,경상북도,영주시,영주시
동의대학교,Dong-Eui University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)",,47340,,www.deu.ac.kr,051-890-1114,051-890-1234,1979-01-10,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 부산진구 엄광로 176,부산광역시,부산진구,부산광역시
목원대학교,Mokwon University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 서구 도안북로 88 (도안동, 목원대학교)",,35349,,www.mokwon.ac.kr,042-829-7114,042-825-5020,1965-01-13,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 서구 도안북로 88,대전광역시,서구,대전광역시
목포가톨릭대학교,Mokpo Catholic University,본교,대학,대학교,사립,46,전라남도,"전라남도 목포시 영산로 697 (석현동, 목포가톨릭대학교)",,58607,,www.mcu.ac.kr,061-280-5102,061-280-5109,1999-12-17,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 목포시 영산로 697,전라남도,목포시,목포시
배재대학교,Pai Chai University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 서구 배재로 155-40 (도마동, 배재대학교)",,35345,,www.pcu.ac.kr,042-520-5114,042-533-7354,1980-12-29,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 서구 배재로 155-40,대전광역시,서구,대전광역시
부산가톨릭대학교,Catholic University Of Pusan,본교,대학,대학교,사립,26,부산광역시,"부산광역시 금정구 오륜대로 57 (부곡동, 부산가톨릭대학교)",,46252,,www.cup.ac.kr,051-515-5811,051-514-1576,1990-12-24,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 오륜대로 57,부산광역시,금정구,부산광역시
부산교육대학교,Busan National University Of Education,본교,대학,교육대학,국립,26,부산광역시,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교)",,47503,,www.bnue.ac.kr,051-500-7141,051-505-4908,1946-09-02,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 연제구 교대로 24,부산광역시,연제구,부산광역시
부산대학교,Pusan National University,본교,대학,대학교,국립,26,부산광역시,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",,46241,,www.pusan.ac.kr,051-512-0311,051-512-3368,1946-05-15,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 부산대학로63번길 2,부산광역시,금정구,부산광역시
부산외국어대학교,Busan University Of Foreign Studies,본교,대학,대학교,사립,26,부산광역시,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교)",,46234,,www.bufs.ac.kr,051-509-5000,051-509-5005,1982-03-12,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 금샘로485번길 65,부산광역시,금정구,부산광역시
부산장신대학교,Busan Presbyterian University,본교,대학,대학교,사립,48,경상남도,경상남도 김해시 김해대로 1894-68 (구산동),,50883,,www.bpu.ac.kr,055-320-2500,055-339-1161,2000-11-29,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 김해대로 1894-68,경상남도,김해시,김해시
상명대학교,Sangmyung University,제2캠퍼,대학,대학교,사립,44,충청남도,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스)",,31066,,www.smuc.ac.kr,041-550-5114,041-550-5032,1984-10-06,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 상명대길 31,충청남도,천안시,천안시
서남대학교,Seonam University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 남원시 춘향로 439 (광치동, 서남대학교)",,55724,,www.seonam.ac.kr,063-620-0031,063-620-0113,1991-02-28,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 남원시 춘향로 439,전북특별자치도,남원시,남원시
서남대학교,Seonam University,제2캠퍼,대학,대학교,사립,44,충청남도,"충청남도 아산시 송악면 평촌길 7-111 (평촌리, 서남대학교)",,31556,,asan.seonam.ac.kr,063-620-0031,063-620-0113,2002-03-08,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 송악면 평촌길 7-111,충청남도,아산시,아산시
서원대학교,Seowon University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 서원구 무심서로 377-3 (모충동, 서원대학교)",,28674,,www.seowon.ac.kr,043-299-8114,043-283-8822,1968-03-09,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 무심서로 377-3,충청북도,청주시,청주시
선문대학교,Sun Moon University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교)",,31460,,www.sunmoon.ac.kr,041-530-2114,041-541-7424,1990-03-08,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 탕정면 선문로221번길 70,충청남도,아산시,아산시
세명대학교,Semyung University,본교,대학,대학교,사립,43,충청북도,"충청북도 제천시 세명로 65 (신월동, 세명대학교)",,27136,,www.semyung.ac.kr,043-645-1125,043-644-2111,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 세명로 65,충청북도,제천시,제천시
세한대학교,Sehan University,본교,대학,대학교,사립,46,전라남도,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교)",,58447,,www.sehan.ac.kr,061-469-1114,061-462-2510,1994-03-10,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 영암군 삼호읍 녹색로 1113,전라남도,영암군,영암군
송원대학교,Songwon University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 송암로 73 (송하동, 송원대학)",,61756,,www.songwon.ac.kr,062-360-5700,062-360-5756,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 송암로 73,광주광역시,남구,광주광역시
순복음총회신학교,Korea Christian College,본교,대학,각종학교(대학),사립,43,충청북도,충청북도 제천시 덕산면 도전로 320 (도전리),,27223,,www.kcc.ac.kr,043-645-5571,043-642-4530,2010-03-08,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 덕산면 도전로 320,충청북도,제천시,제천시
순천향대학교,Soonchunhyang University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",,31538,,www.sch.ac.kr/,041-530-1114,041-542-4615,1978-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 신창면 순천향로 22,충청남도,아산시,아산시
신경주대학교,SinGyeongju University,본교,대학,대학교,사립,47,경상북도,"경상북도 경주시 태종로 188 (효현동, 경주대학교)",,38065,,www.gju.ac.kr,054-770-5114,054-748-2784,1987-12-12,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경주시 태종로 188,경상북도,경주시,경주시
신라대학교,Silla University,본교,대학,대학교,사립,26,부산광역시,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",,46958,,www.silla.ac.kr,051-999-5000,051-999-5800,1969-12-27,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 사상구 백양대로700번길 140,부산광역시,사상구,부산광역시
연세대학교(미래),Yonsei University MIRAE Campus,분교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 흥업면 연세대길 1,,26493,,www.yonsei.ac.kr/wj,033-760-2114,033-762-4332,1977-12-28,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 연세대길 1,강원특별자치도,원주시,원주시
