학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
영남대학교,Yeungnam University,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 대학로 280 (대동, 영남대학교)",,38541,,www.yu.ac.kr,053-810-2114,053-810-2016,1967-12-22,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 대학로 280,경상북도,경산시,경산시
영남신학대학교,Youngnam Theological University & Seminary,본교,대학,대학교,사립,47,경상북도,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",,38451,,www.ytus.ac.kr,053-850-0500,053-852-9815,1993-12-17,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 진량읍 봉회1길 26,경상북도,경산시,경산시
영산대학교(양산),Youngsan University,제2캠퍼,대학,대학교,사립,48,경상남도,경상남도 양산시 주남로 288 (주남동),,50510,,www.ysu.ac.kr,055-380-9114,055-366-4374,,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 주남로 288,경상남도,양산시,양산시
영산선학대학교,Youngsan University Of Seon Studies,본교,대학,대학교,사립,46,전라남도,전라남도 영광군 백수읍 성지로 1357 (길용리),,57026,,www.youngsan.ac.kr,061-350-6015,061-350-6040,1997-03-03,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 영광군 백수읍 성지로 1357,전라남도,영광군,영광군
예원예술대학교,Yewon Arts University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",,55913,,www.yewon.ac.kr,063-640-7114,063-640-7773,2000-03-02,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 임실군 신평면 창인로 117,전북특별자치도,임실군,임실군
우석대학교,Woosuk University,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",,55338,,www.woosuk.ac.kr,063-290-1114,063-290-1044,1979-05-10,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 완주군 삼례읍 삼례로 443,전북특별자치도,완주군,완주군
우송대학교,Woosong University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",,34606,,www.wsu.ac.kr,042-630-9600,042-631-2346,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 동구 동대전로 171,대전광역시,동구,대전광역시
울산과학기술원,Ulsan National Institute of Science and Technology,본교,대학,대학교,특별법법,31,울산광역시,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",,44919,,www.unist.ac.kr,052-217-0114,052-217-1319,2009-03-02,2024,2025-01-08,B340014,한국대학교육협의회,울산광역시 울주군 언양읍 유니스트길 50,울산광역시,울주군,울산광역시
울산대학교,University Of Ulsan,본교,대학,대학교,사립,31,울산광역시,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",,44610,,www.ulsan.ac.kr,052-277-3101,052-277-1534,1970-03-16,2024,2025-01-08,B340014,한국대학교육협의회,울산광역시 남구 대학로 93,울산광역시,남구,울산광역시
위덕대학교,Uiduk University,본교,대학,대학교,사립,47,경상북도,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",,38004,,www.uu.ac.kr,054-760-1096,054-760-1059,1995-12-16,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경주시 강동면 동해대로 261,경상북도,경주시,경주시
유원대학교,U1 University,본교,대학,대학교,사립,43,충청북도,충청북도 영동군 영동읍 대학로 310,,29131,,www.U1.ac.kr,043-740-1114,043-740-1029,1993-12-17,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 영동군 영동읍 대학로 310,충청북도,영동군,영동군
을지대학교,Eulji University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교대전캠퍼스)",,34824,,www.eulji.ac.kr,1899-0001,042-259-1539,1967-03-21,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 중구 계룡로771번길 77,대전광역시,중구,대전광역시
인제대학교,Inje University,본교,대학,대학교,사립,48,경상남도,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",,50834,,www.inje.ac.kr,055-334-7111,055-334-0712,1979-01-12,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 인제로 197,경상남도,김해시,김해시
인제대학교,Inje University,제2캠퍼,대학,대학교,사립,26,부산광역시,"부산광역시 부산진구 복지로 75 (개금동, 백병원)",,47392,,www.inje.ac.kr,051-894-3421,051-895-1864,1979-01-12,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 부산진구 복지로 75,부산광역시,부산진구,부산광역시
전남대학교,Chonnam National University,본교,대학,대학교,국립,29,광주광역시,"광주광역시 북구 용봉로 45 (용봉동, 전남대학교)",,61186,,www.chonnam.ac.kr,062-530-5114,062-530-1189,1951-10-06,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 용봉로 45,광주광역시,북구,광주광역시
전남대학교,Chonnam National University,제2캠퍼,대학,대학교,국립,46,전라남도,"전라남도 여수시 대학로 50 (둔덕동, 전남대학교여수캠퍼스)",,59626,,www.chonnam.ac.kr,061-659-6114,061-659-7003,2006-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 여수시 대학로 50,전라남도,여수시,여수시
전북대학교,Jeonbuk National University,본교,대학,대학교,국립,52,전북특별자치도,"전북특별자치도 전주시 덕진구 백제대로 567 (금암동, 전북대학교)",,54896,,www.jbnu.ac.kr,063-270-2114,063-276-0429,1951-10-06,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 전주시 덕진구 백제대로 567,전북특별자치도,전주시,전주시
전주교육대학교,Jeonju National University Of Education,본교,대학,교육대학,국립,52,전북특별자치도,전북특별자치도 전주시 완산구 서학로 50 (동서학동),,55101,,www.jnue.kr,063-281-7114,063-281-0102,1963-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 전주시 완산구 서학로 50,전북특별자치도,전주시,전주시
조선대학교,Chosun University,본교,대학,대학교,사립,29,광주광역시,광주광역시 동구 조선대길 146(서석동),,61452,,www.chosun.ac.kr,062-230-7114,062-232-8834,1946-09-29,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 동구 조선대길 146,광주광역시,동구,광주광역시
중부대학교,Joongbu University,본교,대학,대학교,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr,041-750-6500,041-750-6060,1993-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 금산군 추부면 대학로 201,충청남도,금산군,금산군
중원대학교,Jungwon University,본교,대학,대학교,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2009-03-02,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
진주교육대학교,Chinju National Uinversity Of Education,본교,대학,교육대학,국립,48,경상남도,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",,52673,,www.cue.ac.kr,055-740-1114,055-745-8741,1963-01-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진양호로369번길 3,경상남도,진주시,진주시
청주교육대학교,Chongjunationaluniversityofeducation,본교,대학,교육대학,국립,43,충청북도,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",,28690,,www.cje.ac.kr,043-299-0632,043-299-0797,1962-02-17,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 청남로 2065,충청북도,청주시,청주시
청주대학교,Cheongju University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8114,043-229-8110,1947-06-06,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
초당대학교,Chodang University,본교,대학,대학교,사립,46,전라남도,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",,58530,,www.cdu.ac.kr,061-450-1036,061-450-1039,1994-03-07,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 무안읍 무안로 380,전라남도,무안군,무안군
춘천교육대학교,Chuncheon National University Of Education,본교,대학,교육대학,국립,51,강원특별자치도,강원특별자치도 춘천시 공지로 126 (석사동),,24328,,www.cnue.ac.kr,033-260-6000,033-260-6162,1939-04-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 춘천시 공지로 126,강원특별자치도,춘천시,춘천시
충남대학교,Chungnam National University,본교,대학,대학교,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,www.cnu.ac.kr,042-821-5114,042-823-5875,1952-05-25,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충북대학교,Chungbuk National University,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,www.chungbuk.ac.kr,043-261-2114,043-261-3333,1951-09-27,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
탐라대학교,Tamna University,본교,대학,대학교,사립,50,제주특별자치도,"제주특별자치도 서귀포시 1100로 506-1 (하원동, 탐라대학교)",,63553,,www.tnu.ac.kr,064-754-0215,064-702-8330,1997-12-05,2024,2025-01-08,B340014,한국대학교육협의회,제주특별자치도 서귀포시 1100로 506-1,제주특별자치도,서귀포시,서귀포시
포항공과대학교,Pohang University Of Science And Technology (Postech),본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,www.postech.ac.kr,054-279-0114,054-279-2099,1986-12-03,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
한국과학기술원,Korea Advanced Institute of Science and Technology(KAIST),본교,대학,대학교,특별법법,30,대전광역시,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",,34141,,www.kaist.ac.kr,042-350-2114,042-350-2210,1971-02-16,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 291,대전광역시,유성구,대전광역시
한국교원대학교,Korea National University Of Education,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,1984-03-15,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도,청주시,청주시
한국기술교육대학교,Korea University of Technology and Education,본교,대학,대학교,사립,44,충청남도,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",,31253,,www.koreatech.ac.kr,041-560-1114,041-561-9504,1991-11-02,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 병천면 충절로 1600,충청남도,천안시,천안시
한국에너지공과대학교,Korea institute of Energy Technology,본교,대학,대학교,특별법법,46,전라남도,전라남도 나주시 켄텍길 21(빛가람동),,58330,,www.kentech.ac.kr/,061-320-9551,061-320-9709,,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 켄텍길 21,전라남도,나주시,나주시
한국전통문화대학교,Korea National University Of Cultural Heritage,본교,대학,대학교,특별법국,44,충청남도,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화대학교)",,33115,,www.knuh.ac.kr,041-830-7114,041-830-7020,2000-04-19,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 부여군 규암면 백제문로 367,충청남도,부여군,부여군
한국침례신학대학교,Korea Baptist Theological University/Seminary,본교,대학,대학교,사립,30,대전광역시,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",,34098,,www.kbtus.ac.kr,042-828-3114,042-825-1354,1973-12-22,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 북유성대로 190,대전광역시,유성구,대전광역시
한남대학교,Hannam University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",,34430,,www.hannam.ac.kr,042-629-7114,042-629-5874,1956-03-13,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 대덕구 한남로 70,대전광역시,대덕구,대전광역시
한동대학교,Handong Global University,본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",,37554,,www.handong.edu,054-260-1111,054-260-1149,1994-12-02,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 북구 흥해읍 한동로 558,경상북도,포항시,포항시
한라대학교,Halla University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 흥업면 한라대길 28,,26404,,www.halla.ac.kr,033-760-1114,033-762-6705,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 한라대길 28,강원특별자치도,원주시,원주시
한림대학교,Hallym University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 춘천시 한림대학길 1 (옥천동),,24252,,www.hallym.ac.kr,033-248-1000,033-248-3333,1982-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 춘천시 한림대학길 1,강원특별자치도,춘천시,춘천시
한서대학교,Hanseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",,31962,,www.hanseo.ac.kr,041-660-1144,041-660-1149,1991-11-15,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 서산시 해미면 한서1로 46,충청남도,서산시,서산시
한일장신대학교,Haniluniv.&Presb.Theol.Sem.,본교,대학,대학교,사립,52,전북특별자치도,"전북특별자치도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)",,55359,,www.hanil.ac.kr,063-230-5408,063-230-5679,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 완주군 상관면 왜목로 726-15,전북특별자치도,완주군,완주군
한중대학교,Hanzhong University,본교,대학,대학교,사립,51,강원특별자치도,"강원특별자치도 동해시 지양길 200 (지흥동, 한중대학교)",,25800,,www.HANZHONG.ac.kr,033-521-9900,033-521-9407,1991-11-30,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 동해시 지양길 200,강원특별자치도,동해시,동해시
호남대학교,Honam University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 광산구 호남대길 120 (서봉동, 호남대학본부)",,62399,,www.honam.ac.kr,062-940-5000,062-940-5005,1981-07-31,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 호남대길 120,광주광역시,광산구,광주광역시
호남신학대학교,Honam Theological University & Seminary,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",,61642,,www.htus.ac.kr,062-650-1552,062-675-1552,1972-02-16,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 제중로 77,광주광역시,남구,광주광역시
호서대학교,Hoseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",,31499,,www.hoseo.ac.kr,041-540-5114,041-540-5159,1980-12-29,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 아산시 배방읍 호서로79번길 20,충청남도,아산시,아산시
호원대학교,Howon University,본교,대학,산업대학,사립,52,전북특별자치도,"전북특별자치도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",,54058,,www.howon.ac.kr,063-450-7114,063-450-7777,1978-03-02,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 임피면 호원대3길 64,전북특별자치도,군산시,군산시
홍익대학교,Hongik University,제2캠퍼,대학,대학교,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)",,30016,,www.hongik.ac.kr,044-860-2114,044-860-2238,1946-04-25,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2639,세종특별자치시,,세종특별자치시
화신사이버대학교,Hwashin Cyber University,본교,대학,사이버대학(대학),사립,26,부산광역시,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)",,47558,,www.hscu.ac.kr,1588-5215,051-999-0159,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 연제구 고분로191번길 1,부산광역시,연제구,부산광역시
가톨릭상지대학교,Catholic Sangji College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",,36686,,www.csj.ac.kr,054-851-3000,054-851-3100,1970-03-10,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 안동시 상지길 45,경상북도,안동시,안동시
강동대학교,Gangdong University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",,27600,,www.gangdong.ac.kr,043-879-3300,043-879-3311,1994-03-05,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 음성군 감곡면 대학길 278,충청북도,음성군,음성군
강릉영동대학교,Gangneung Yeongdong University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 강릉시 공제로 357 (홍제동),,25521,,www.gyu.ac.kr,033-610-0114,033-644-8809,1983-06-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 공제로 357,강원특별자치도,강릉시,강릉시
강원관광대학교,Kangwon Tourism College,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 태백시 대학길 97 (황지동),,26034,,www.kt.ac.kr,033-550-6133,033-553-4074,1994-11-17,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 태백시 대학길 97,강원특별자치도,태백시,태백시
강원도립대학교,Gangwon State University,본교,전문대학,전문대학,공립,51,강원특별자치도,강원특별자치도 강릉시 주문진읍 연주로 270,,25425,,www.gw.ac.kr,033-660-8000,033-660-8035,1998-03-17,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 주문진읍 연주로 270,강원특별자치도,강릉시,강릉시
거제대학교,Geoje University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",,53325,,www.koje.ac.kr,055-680-1504,055-680-1517,1989-12-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 거제시 마전1길 91,경상남도,거제시,거제시
가야대학교(고령),Kaya University,제2캠퍼,대학,대학교,사립,47,경상북도,"경상북도 고령군 대가야읍 대가야로 1103 (지산리, 가야대학교)",,40139,,WWW.KAYA.AC.KR,055-330-1000,055-331-0983,1993-03-13,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 고령군 대가야읍 대가야로 1103,경상북도,고령군,고령군
경동대학교,Kyungdong University,본교,대학,대학교,사립,51,강원특별자치도,강원특별자치도 고성군 토성면 봉포4길 46,,24764,,www.kduniv.ac.kr,033-631-2000,033-631-9542,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 고성군 토성면 봉포4길 46,강원특별자치도,고성군,고성군
경동대학교,Kyungdong University,제3캠퍼,대학,대학교,사립,51,강원특별자치도,강원특별자치도 원주시 문막읍 견훤로 815,,26495,,www.kduniv.ac.kr,033-738-1200,033-738-1209,2013-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 문막읍 견훤로 815,강원특별자치도,원주시,원주시
한국전통문화대학교 미래문화유산대학원,The Graduate School of Cultural Heritage for the Future,본교,대학원,특수대학원,특별법국,44,충청남도,"세종특별자치시 다정중앙로 20(다정동, 가온마을7단지)",,30123,,www.knuh.ac.kr,041-830-7114,041-830-7020,2022-02-28,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 다정중앙로 20,세종특별자치시,,세종특별자치시
한국기술교육대학교 테크노인력개발전문대,Korea University of Technology and Education Graduate School of Techno Hrd,본교,대학원,전문대학원,사립,44,충청남도,"충청남도 천안시 서북구 과수원길 18 (부대동, 한국기술교육대학교두정IOC캠퍼스)",,31079,,www.koreatech.ac.kr/grd.do,041-560-1114,041-560-2575,2003-01-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 과수원길 18,충청남도,천안시,천안시
충남대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,30,대전광역시,대전광역시 중구 문화로 266(문화동),,35015,,gsph.cnu.ac.kr,042-580-8375,042-581-8374,1988-11-30,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 중구 문화로 266,대전광역시,중구,대전광역시
전북대학교 수의방역대학원,Jeonbuk national Graduate School of Veterinary Biosecurity and Protection,본교,대학원,특수대학원,국립,52,전북특별자치도,전북특별자치도 익산시 고봉로 79 (마동),,54596,,jbnu.ac.kr,063-850-0907,063-850-0910,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 익산시 고봉로 79,전북특별자치도,익산시,익산시
울산과학기술원 기술경영전문대학원,Unist Graduate School Of Technology & Innovation Management,본교,대학원,전문대학원,특별법법,31,울산광역시,울산광역시 남구 테크노산업로55번길 10 (두왕동),,44776,,mot.unist.ac.kr,052-217-3709,052-217-1149,2016-03-01,2024,2025-01-08,B340014,한국대학교육협의회,울산광역시 남구 테크노산업로55번길 10,울산광역시,남구,울산광역시
서울대학교 국제농업기술대학원,Seoul National University Graduate School Of International Agricultural Technology,본교,대학원,전문대학원,국립대법,51,강원특별자치도,강원특별자치도 평창군 대화면 평창대로 1447-1,,25354,,greenbio.snu.ac.kr/,033-339-5680,033-339-5680,2014-06-25,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 평창군 대화면 평창대로 1447-1,강원특별자치도,평창군,평창군
부산대학교 융합의생명과학대학원,raduate School of Convergence in Biomedical Science and Technology,본교,대학원,특수대학원,국립,26,부산광역시,경상남도 양산시 물금읍 부산대학로 49,,50612,,biomedical.pusan.ac.kr,051-510-8394,051-510-8394,2024-09-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 물금읍 부산대학로 49,경상남도,양산시,양산시
동아대학교 예술대학원,The Graduate School Of Art,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 대신공원로 32 (동대신동3가, 동아대학교구덕캠퍼스)",,49201,,gr-art.donga.ac.kr/,051-200-1792,051-200-1705,2001-07-26,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 서구 대신공원로 32,부산광역시,서구,부산광역시
동아대학교 경영대학원,Dong-A University Graduate School Of Business Administration,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 구덕로 225 (부민동2가, 동아대학교부민캠퍼스)",,49236,,mba.donga.ac.kr/,051-200-8412,051-200-8415,1969-02-04,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 서구 구덕로 225,부산광역시,서구,부산광역시
대전대학교 경영행정 사회복지 상담대학,Graduate School Of Business And Public Administration & Social Welfare & Counseling Daejeon University,본교,대학원,특수대학원,사립,30,대전광역시,대전광역시 서구 대덕대로176번길 59(둔산동),,35235,,www.dju.ac.kr/gdhl/main.do,042-280-4121,042-272-2382,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 서구 대덕대로176번길 59,대전광역시,서구,대전광역시
대구가톨릭대학교 신학대학원,Graduate School Of Tehology Daegu Catholic University,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학)",,41969,,spgr.cu.ac.kr/theology/,053-660-5111,053-660-5120,2003-10-30,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 명륜로12길 47,대구광역시,중구,대구광역시
대구대학교 산업 행정대학원,Graduate School Of Industry & Public Administration,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교)",,42400,,info.daegu.ac.kr/,053-850-5034,053-850-5039,2001-07-26,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 성당로50길 33,대구광역시,남구,대구광역시
대구한의대학교 대학원,Graduate School of Daegu Haany University,본교,대학원,일반대학원,사립,47,경상북도,경상북도 경산시 한의대로 1(유곡동),,38609,,www.dhu.ac.kr/HOME/graduate/index.htm,053-819-1567,053-819-1268,1983-10-29,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 한의대로 1,경상북도,경산시,경산시
